"entree";"interaction";"page";"CI";"AD";"PE";"PC"
"CLARITHROMYCINE";"GLIMEPIRIDE";59;;;"Precaution d'emploi Prevenir le patient, renforcer l'autosurveillance glycemique et adapter eventuellement la posologie du sulfamide hypoglycemiant pendant le traitement par la clarithromycine. Risque d'hypoglycemie par augmentation de l'absorption et des concentrations plasmatiques de l'antidiabetique.";
"CLARITHROMYCINE";"HALOFANTRINE";59;;"Association DECONSEILLEE Si cela est possible, interrompre le macrolide. Si l'association ne peut etre evitee, controle prealable du QT et surveillance ECG monitoree. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;
"CLARITHROMYCINE";"IMMUNOSUPPRESSEURS";59;;"Association DECONSEILLEE En cas d'association, controle strict de la fonction renale, dosage des concentrations sanguines de l'immunosuppresseur et adaptation eventuelle de la posologie. Augmentation tres importante des concentrations sanguines de l'immunosuppresseur par inhibition de son metabolisme hepatique.";;
"CLARITHROMYCINE";"INHIBITEURS DE LA PHOSPHODIESTERASE DE TYPE 5";59;"CI - PE Contre-indication: - avec l'avanafil Precaution d'emploi: - avec les autres inhibiteurs de phosphodiesterase de type 5, debuter le traitement par l'inhibiteur de la phosphodiesterase a la dose minimale. Augmentation des concentrations plasmatiques de l'Inhibiteur de la phosphodiesterase de type 5 avec risque d'hypotension.";;"CI - PE Contre-indication: - avec l'avanafil Precaution d'emploi: - avec les autres inhibiteurs de phosphodiesterase de type 5, debuter le traitement par l'inhibiteur de la phosphodiesterase a la dose minimale. Augmentation des concentrations plasmatiques de l'Inhibiteur de la phosphodiesterase de type 5 avec risque d'hypotension.";
"CLARITHROMYCINE";"INHIBITEURS DE PROTEASES BOOSTES PAR RITONAVIR";59;;;"Precaution d'emploi Surveillance clinique et biologique reguliere, notamment en debut d'association. Augmentation des concentrations de la clarithromycine et de son metabolite actif par diminution de son metabolisme hepatique par l'inhibiteur de proteases.";
"CLARITHROMYCINE";"LINEZOLIDE";59;;;;"A prendre en compte Risque de majoration des effets indesirables du linezolide par la clarithromycine, par augmentation de son absorption."
"CLARITHROMYCINE";"LUMEFANTRINE";59;;"Association DECONSEILLEE Si cela est possible, interrompre le torsadogene associe. Si l'association ne peut etre evitee, controle prealable du QT et surveillance ECG monitoree. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;
"CLARITHROMYCINE";"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES";59;;;"Precaution d'emploi Surveillance clinique et electrocardiographique pendant l'association. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";
"CLARITHROMYCINE";"MIDAZOLAM";59;;;"Precaution d'emploi Surveillance clinique et reduction de la posologie du midazolam pendant le traitement par la clarithromycine. Augmentation des concentrations plasmatiques de midazolam par diminution de son metabolisme hepatique avec majoration de la sedation.";
"CLARITHROMYCINE";"MIZOLASTINE";60;"CONTRE-INDICATION Risque de troubles du rythme ventriculaire, notamment de torsades de pointes.";;;
"CLARITHROMYCINE";"PRAVASTATINE";60;;;"Precaution d'emploi Surveillance clinique et biologique pendant le traitement par l'antibiotique. Augmentation de la concentration plasmatique de la pravastatine par la clarithromycine.";
"CLARITHROMYCINE";"REPAGLINIDE";60;;;"Precaution d'emploi Prevenir le patient, renforcer l'autosurveillance glycemique et adapter eventuellement la posologie de l'hypoglycemiant pendant le traitement par la clarithromycine. Risque d'hypoglycemie par augmentation des concentrations plasmatiques du repaglinide.";
"CLARITHROMYCINE";"RIFABUTINE";60;;;"Precaution d'emploi Surveillance clinique et biologique reguliere, notamment en debut d'association. Risque d'augmentation des effets indesirables de la rifabutine (uveites) par augmentation de ses concentrations et de celle de son metabolite actif par la clarithromycine. De plus, augmentation du metabolisme de la clarithromycine par la rifabutine, avec augmentation des concentrations de son metabolite actif.";
"CLARITHROMYCINE";"SIMVASTATINE";60;"CONTRE-INDICATION Risque majore d'effets indesirables (concentration-dependants) a type de rhabdomyolyse, par diminution du metabolisme hepatique de l'hypocholesterolemiant.";;;
"CLARITHROMYCINE";"SOLIFENACINE";60;;;"Precaution d'emploi Surveillance clinique et adaptation eventuelle de la posologie de solifenacine. Augmentation des concentrations de solifenacine, avec risque de surdosage.";
"CLARITHROMYCINE";"SULFAMIDES HYPOGLYCEMIANTS";60;;;"Precaution d'emploi Prevenir le patient, renforcer l'autosurveillance glycemique et adapter eventuellement la posologie du sulfamide hypoglycemiant pendant le traitement par la clarithromycine. Risque d'hypoglycemie par augmentation des concentrations plasmatiques de l'antidiabetique.";
"CLARITHROMYCINE";"THEOPHYLLINE (ET, PAR EXTRAPOLATION, AMINOPHYLLINE)";60;;;;"A prendre en compte Risque d'augmentation de la theophyllinemie, particulierement chez l'enfant."
"CLARITHROMYCINE";"TOLTERODINE";60;;"Association DECONSEILLEE Augmentation des concentrations de tolterodine chez les metaboliseurs lents, avec risque de surdosage.";;
"CLARITHROMYCINE";"VENLAFAXINE";60;;;;"A prendre en compte Augmentation des concentrations de venlafaxine avec risque de surdosage."
"CLARITHROMYCINE";"VINCA-ALCALOIDES CYTOTOXIQUES";60;;;"Precaution d'emploi Surveillance clinique et biologique etroite. Eventuellement, utiliser un autre antibiotique. Risque de majoration de la toxicite de l'antimitotique par diminution de son metabolisme hepatique par la clarithromycine.";
"CLARITHROMYCINE";"ZOLPIDEM";60;;;;"A prendre en compte Legere augmentation des effets sedatifs du zolpidem."
"CLARITHROMYCINE";"ZOPICLONE";60;;;;"A prendre en compte Legere augmentation des effets sedatifs de la zopiclone."
"CLINDAMYCINE";"ANTIVITAMINES K";60;;;"Precaution d'emploi Controle plus frequent de l'INR. Adaptation eventuelle de la posologie de l'antivitamine K pendant le traitement par clindamycine et apres son arret. Augmentation de l'effet de l'antivitamine K et du risque hemorragique.";
"CLINDAMYCINE";"CICLOSPORINE";61;;;"Precaution d'emploi Controle renforce des dosages sanguins de ciclosporine et augmentation eventuelle de sa posologie. Diminution des concentrations sanguines de l'immunosuppresseur avec risque de perte de l'activite immunosuppressive.";
"CLINDAMYCINE";"TACROLIMUS";61;;;"Precaution d'emploi Controle renforce des dosages sanguins de tacrolimus et augmentation eventuelle de sa posologie. Diminution des concentrations sanguines de l'immunosuppresseur, avec risque de perte de l'activite immunosuppressive.";
"CLOBAZAM";"STIRIPENTOL";61;;;"Precaution d'emploi Surveillance clinique, dosage plasmatique, lorsque cela est possible, de l'anticonvulsivant associe au stiripentol et eventuelle adaptation posologique de l'anticonvulsivant associe. Augmentation des concentrations plasmatiques de ces anticonvulsivants, avec risque de surdosage, par inhibition de leur metabolisme hepatique.";
"CLOMIPRAMINE";"BUPROPION";61;;;"Precaution d'emploi Surveillance clinique. Si besoin, adaptation de la posologie de la clomipramine pendant le traitement par le bupropion. Risque d'augmentation des effets indesirables de la clomipramine par diminution de son metabolisme hepatique par le bupropion.";
"CLONAZEPAM";"CARBAMAZEPINE";61;;;"Precaution d'emploi Surveillance clinique, dosages plasmatiques et adaptation eventuelle des posologies des deux anticonvulsivants. Augmentation des concentrations plasmatiques du metabolite actif de la carbamazepine. De plus, diminution des concentrations plasmatiques du clonazepam par augmentation de son metabolisme hepatique par la carbamazepine.";
"CLONIDINE";"ANTIDEPRESSEURS IMIPRAMINIQUES";61;;"Association DECONSEILLEE Decrit pour desipramine, imipramine : inhibition de l'effet antihypertenseur de la clonidine (antagonisme au niveau des recepteurs adrenergiques).";;
"CLONIDINE";"DILTIAZEM";61;;;;"A prendre en compte Troubles de l'automatisme (troubles de la conduction auriculo- ventriculaire par addition des effets negatifs sur la conduction)."
"CLONIDINE";"VERAPAMIL";61;;;;"A prendre en compte Troubles de l'automatisme (troubles de la conduction auriculo- ventriculaire par addition des effets negatifs sur la conduction)."
"CLONIDINE";"YOHIMBINE";61;;"Association DECONSEILLEE Inhibition possible de l'activite antihypertensive par antagonisme au niveau des recepteurs.";;
"CLOPIDOGREL";"ACIDE ACETYLSALICYLIQUE";61;;"ASDEC - PE Association deconseillee : - en dehors des indications validees pour cette association dans les syndromes coronariens aigus. Precaution d'emploi : - dans les indications validees pour cette association dans les syndromes coronariens aigus. Surveillance clinique. Majoration du risque hemorragique par addition des activites antiagregantes plaquettaires.";"ASDEC - PE Association deconseillee : - en dehors des indications validees pour cette association dans les syndromes coronariens aigus. Precaution d'emploi : - dans les indications validees pour cette association dans les syndromes coronariens aigus. Surveillance clinique. Majoration du risque hemorragique par addition des activites antiagregantes plaquettaires.";
"CLOPIDOGREL";"PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)";62;;;"Precaution d'emploi Surveillance clinique et controle des concentrations plasmatiques de phenytoine. Augmentation des concentrations plasmatiques de phenytoine avec signes de surdosage (inhibition du metabolisme de la phenytoine).";
"CLOZAPINE";"BENZODIAZEPINES ET APPARENTES";62;;;;"A prendre en compte Risque accru de collapsus avec arret respiratoire et / ou cardiaque."
"CLOZAPINE";"CARBAMAZEPINE";62;;"Association DECONSEILLEE Risque de majoration des effets hematologiques graves.";;
"CLOZAPINE";"CIPROFLOXACINE";62;;;"Precaution d'emploi Surveillance clinique et reduction eventuelle de la posologie de la clozapine pendant le traitement par la ciprofloxacine et apres son arret. Augmentation des concentrations de clozapine avec risque de surdosage, par diminution de son metabolisme hepatique par la ciprofloxacine.";
"CLOZAPINE";"FLUVOXAMINE";62;;;"Precaution d'emploi Surveillance clinique accrue ; si besoin, adaptation de la posologie de la clozapine pendant le traitement par la fluvoxamine et apres son arret. Augmentation des concentrations plasmatiques de clozapine avec signes de surdosage.";
"CLOZAPINE";"PHENYTOINE (ET, PAR EXTRAPOLATION, FOSPHENYTOINE)";62;;;"Precaution d'emploi Surveillance clinique et augmentation eventuelle de la posologie de la clozapine durant le traitement par la phenytoine. Risque d'inefficacite du traitement antipsychotique (diminution des concentrations plasmatiques de clozapine par augmentation de son metabolisme hepatique).";
"CLOZAPINE";"RIFAMPICINE";62;;;"Precaution d'emploi Surveillance clinique et augmentation eventuelle de la posologie de la clozapine durant le traitement par la rifampicine. Risque d'inefficacite du traitement antipsychotique (diminution des concentrations plasmatiques de clozapine par augmentation de son metabolisme hepatique).";
"COBICISTAT";"ALCALOIDES DE L'ERGOT DE SEIGLE VASOCONSTRICTEURS";62;"CONTRE-INDICATION Risque de vasoconstriction coronaire ou des extremites (ergotisme), ou de poussees hypertensives.";;;
"COBICISTAT";"AMIODARONE";62;"CONTRE-INDICATION Risque de majoration des effets indesirables de l'amiodarone par diminution de son metabolisme par le cobicistat.";;;
"COBICISTAT";"ANTICONVULSIVANTS INDUCTEURS ENZYMATIQUES";62;"CONTRE-INDICATION Risque de diminution de l'efficacite du cobicistat par augmentation de son metabolisme par l'inducteur.";;;
"COBICISTAT";"MILLEPERTUIS";62;"CONTRE-INDICATION Risque de diminution de l'efficacite du cobicistat par augmentation de son metabolisme par l'inducteur.";;;
"COBICISTAT";"QUINIDINE";62;"CONTRE-INDICATION Risque de majoration des effets indesirables de la quinidine par diminution de son metabolisme par le cobicistat.";;;
"COBICISTAT";"RIFABUTINE";62;;;"Precaution d'emploi Adaptation de la posologie de la rifabutine (en principe, reduction des doses de moitie). Augmentation tres importante du metabolite de la rifabutine, avec risque de majoration de sa toxicite (uveites, neutropenies). Par ailleurs, possible diminution des concentrations de cobicistat.";
"COBICISTAT";"RIFAMPICINE";63;"CONTRE-INDICATION Risque de diminution de l'efficacite du cobicistat par augmentation de son metabolisme par l'inducteur.";;;
"COBICISTAT";"VINCA-ALCALOIDES CYTOTOXIQUES";63;;;"Precaution d'emploi Surveillance clinique etroite et adaptation eventuelle de la posologie de l'antimitotique. Majoration de la neurotoxicite de l'antimitotique par diminution de son metabolisme hepatique par le cobicistat.";
"COLCHICINE";"ANTIFONGIQUES AZOLES";63;;"Association DECONSEILLEE Augmentation des effets indesirables de la colchicine, aux consequences potentiellement fatales.";;
"COLCHICINE";"ANTIVITAMINES K";63;;;"Precaution d'emploi Controle plus frequent de l'INR. Adaptation eventuelle de la posologie de l'antivitamine K pendant le traitement par la colchicine et 8 jours apres son arret. Augmentation de l'effet de l'antivitamine K et du risque hemorragique.";
