"protagoniste1";"protagoniste2";"page";"CI";"AD";"PE";"PC";"couple"
"ANTICORPS MONOCLONAUX (HORS ANTI-TNF ALPHA)";"VACCINS VIVANTS ATTENUES";23;"CI - ASDEC - APEC Contre-indication avec : - le canakinumab Association deconseillee avec : - belimumab, ofatumumab, tocilizumab, ustekinumab A prendre en compte avec : - brentuximab, cetuximab, ibritumomab, ipilimumab, natalizumab, panitumumab, pembrolizumab, ramucirumab, trastuzumab, vedolizumab Risque de maladie vaccinale generalisee, eventuellement mortelle.";"CI - ASDEC - APEC Contre-indication avec : - le canakinumab Association deconseillee avec : - belimumab, ofatumumab, tocilizumab, ustekinumab A prendre en compte avec : - brentuximab, cetuximab, ibritumomab, ipilimumab, natalizumab, panitumumab, pembrolizumab, ramucirumab, trastuzumab, vedolizumab Risque de maladie vaccinale generalisee, eventuellement mortelle.";;"CI - ASDEC - APEC Contre-indication avec : - le canakinumab Association deconseillee avec : - belimumab, ofatumumab, tocilizumab, ustekinumab A prendre en compte avec : - brentuximab, cetuximab, ibritumomab, ipilimumab, natalizumab, panitumumab, pembrolizumab, ramucirumab, trastuzumab, vedolizumab Risque de maladie vaccinale generalisee, eventuellement mortelle.";"ANTICORPS MONOCLONAUX (HORS ANTI-TNF ALPHA);VACCINS VIVANTS ATTENUES"
"ANTIDEPRESSEURS IMIPRAMINIQUES";"BACLOFENE";23;;;;"A prendre en compte Risque d'augmentation de l'hypotonie musculaire.";"ANTIDEPRESSEURS IMIPRAMINIQUES;BACLOFENE"
"ANTIDEPRESSEURS IMIPRAMINIQUES";"BETA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE";23;;;;"A prendre en compte Effet vasodilatateur et risque d'hypotension, notamment orthostatique (effet additif).";"ANTIDEPRESSEURS IMIPRAMINIQUES;BETA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE"
"ANTIDEPRESSEURS IMIPRAMINIQUES";"CLONIDINE";23;;"Association DECONSEILLEE Decrit pour desipramine, imipramine : inhibition de l'effet antihypertenseur de la clonidine (antagonisme au niveau des recepteurs adrenergiques).";;;"ANTIDEPRESSEURS IMIPRAMINIQUES;CLONIDINE"
"ANTIDEPRESSEURS IMIPRAMINIQUES";"INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE";23;;;"Precaution d'emploi Surveillance clinique accrue et, si necessaire, adaptation posologique. Augmentation des concentrations plasmatiques de l'antidepresseur imipraminique avec risque de convulsions et augmentation des effets indesirables.";;"ANTIDEPRESSEURS IMIPRAMINIQUES;INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE"
"ANTIDEPRESSEURS IMIPRAMINIQUES";"ORLISTAT";23;;;;"A prendre en compte Risque d'echec therapeutique en cas de traitement concomitant par orlistat.";"ANTIDEPRESSEURS IMIPRAMINIQUES;ORLISTAT"
"ANTIDEPRESSEURS IMIPRAMINIQUES";"SYMPATHOMIMETIQUES ALPHA ET BETA (VOIE IM ET IV)";23;;"Association DECONSEILLEE Hypertension paroxystique avec possibilite de troubles du rythme (inhibition de l'entree du sympathomimetique dans la fibre sympathique).";;;"ANTIDEPRESSEURS IMIPRAMINIQUES;SYMPATHOMIMETIQUES ALPHA ET BETA (VOIE IM ET IV)"
"ANTIDIABETIQUES GLITAZONES";"GEMFIBROZIL";23;;"Association DECONSEILLEE Si l'association ne peut etre evitee, surveillance clinique etroite. Risque d'augmentation des effets indesirables de la glitazone par diminution de son metabolisme hepatique par le gemfibrozil.";;;"ANTIDIABETIQUES GLITAZONES;GEMFIBROZIL"
"ANTIDIABETIQUES GLITAZONES";"RIFAMPICINE";24;;;"Precaution d'emploi Surveillance clinique et biologique ; adaptation de la posologie de la glitazone pendant le traitement par la rifampicine et apres son arret. Diminution des concentrations plasmatiques de la glitazone par augmentation de son metabolisme par la rifampicine.  /226";;"ANTIDIABETIQUES GLITAZONES;RIFAMPICINE"
"ANTIFONGIQUES AZOLES";"COLCHICINE";24;;"Association DECONSEILLEE Augmentation des effets indesirables de la colchicine, aux consequences potentiellement fatales.";;;"ANTIFONGIQUES AZOLES;COLCHICINE"
"ANTIFONGIQUES AZOLES";"HALOFANTRINE";24;;"Association DECONSEILLEE Si cela est possible, interrompre l'azole antifongique. Si l'association ne peut etre evitee, controle prealable du QT et surveillance ECG monitoree. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.";;;"ANTIFONGIQUES AZOLES;HALOFANTRINE"
"ANTIFONGIQUES AZOLES";"MIDAZOLAM";24;;"ASDEC - PE Precaution d'emploi avec : - le midazolam IV Surveillance clinique et reduction de la posologie de midazolam en cas de traitement par l'azole antifongique. Association deconseillee avec : - le midazolam per os. Augmentation des concentrations plasmatiques de midazolam par diminution de son metabolisme hepatique, avec majoration de la sedation.";"ASDEC - PE Precaution d'emploi avec : - le midazolam IV Surveillance clinique et reduction de la posologie de midazolam en cas de traitement par l'azole antifongique. Association deconseillee avec : - le midazolam per os. Augmentation des concentrations plasmatiques de midazolam par diminution de son metabolisme hepatique, avec majoration de la sedation.";;"ANTIFONGIQUES AZOLES;MIDAZOLAM"
"ANTIHYPERTENSEURS ALPHA-BLOQUANTS";"ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS";24;;;;"A prendre en compte Majoration de l'effet hypotenseur. Risque majore d'hypotension orthostatique.";"ANTIHYPERTENSEURS ALPHA-BLOQUANTS;ANTIHYPERTENSEURS SAUF ALPHA-BLOQUANTS"
"ANTIHYPERTENSEURS ALPHA-BLOQUANTS";"INHIBITEURS DE LA PHOSPHODIESTERASE DE TYPE 5";24;;;"Precaution d'emploi Association deconseillee : - avec la doxazosine Precaution d'emploi : - avec les autres alpha-bloquants Debuter le traitement aux posologies minimales recommandees et adapter progressivement les doses si besoin. Risque d'hypotension orthostatique, notamment chez le sujet age.";;"ANTIHYPERTENSEURS ALPHA-BLOQUANTS;INHIBITEURS DE LA PHOSPHODIESTERASE DE TYPE 5"
"ANTIHYPERTENSEURS CENTRAUX";"BETA-BLOQUANTS (SAUF ESMOLOL)";24;;;"Precaution d'emploi Eviter l'arret brutal du traitement par l'antihypertenseur central. Surveillance clinique. Augmentation importante de la pression arterielle en cas d'arret brutal du traitement par l'antihypertenseur central.";;"ANTIHYPERTENSEURS CENTRAUX;BETA-BLOQUANTS (SAUF ESMOLOL)"
"ANTIHYPERTENSEURS CENTRAUX";"BETA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE";24;;"Association DECONSEILLEE Diminution centrale du tonus sympathique et effet vasodilatateur des antihypertenseurs centraux, prejudiciables en cas d'insuffisance cardiaque traitee par beta-bloquant et vasodilatateur.";;;"ANTIHYPERTENSEURS CENTRAUX;BETA-BLOQUANTS DANS L'INSUFFISANCE CARDIAQUE"
"ANTI-INFLAMMATOIRES NON STEROIDIENS";"ANTI-INFLAMMATOIRES NON STEROIDIENS";25;;"Association DECONSEILLEE Avec les autres anti-inflammatoires non steroidiens : majoration du risque ulcerogene et hemorragique digestif.";;;"ANTI-INFLAMMATOIRES NON STEROIDIENS;ANTI-INFLAMMATOIRES NON STEROIDIENS"
"ANTI-INFLAMMATOIRES NON STEROIDIENS";"BETA-BLOQUANTS (SAUF ESMOLOL)";25;;;;"A prendre en compte Reduction de l'effet antihypertenseur (inhibition des prostaglandines vasodilatatrices par les anti-inflammatoires non steroidiens et retention hydrosodee avec la phenylbutazone).";"ANTI-INFLAMMATOIRES NON STEROIDIENS;BETA-BLOQUANTS (SAUF ESMOLOL)"
"ANTI-INFLAMMATOIRES NON STEROIDIENS";"CICLOSPORINE";25;;;"Precaution d'emploi Surveiller la fonction renale en debut de traitement par l'AINS. Risque d'addition des effets nephrotoxiques, notamment chez le sujet age.";;"ANTI-INFLAMMATOIRES NON STEROIDIENS;CICLOSPORINE"
"ANTI-INFLAMMATOIRES NON STEROIDIENS";"DEFERASIROX";25;;;;"A prendre en compte Majoration du risque ulcerogene et hemorragique digestif.";"ANTI-INFLAMMATOIRES NON STEROIDIENS;DEFERASIROX"
"ANTI-INFLAMMATOIRES NON STEROIDIENS";"DIURETIQUES";25;;;"Precaution d'emploi Hydrater le malade et surveiller la fonction renale en debut de traitement. Insuffisance renale aigue chez le malade a risque (sujet age et/ou deshydrate) par diminution de la filtration glomerulaire (inhibition des prostaglandines vasodilatatrices due aux anti-inflammatoires non steroidiens). Par ailleurs, reduction de l'effet antihypertenseur.";;"ANTI-INFLAMMATOIRES NON STEROIDIENS;DIURETIQUES"
"ANTI-INFLAMMATOIRES NON STEROIDIENS";"GLUCOCORTICOIDES (SAUF HYDROCORTISONE)";25;;;;"A prendre en compte Augmentation du risque d'ulceration et d'hemorragie gastro- intestinale.";"ANTI-INFLAMMATOIRES NON STEROIDIENS;GLUCOCORTICOIDES (SAUF HYDROCORTISONE)"
"ANTI-INFLAMMATOIRES NON STEROIDIENS";"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES CURATIVES ET/OU SUJET AGE)";25;;"Association DECONSEILLEE Si l'association ne peut etre evitee, surveillance clinique etroite. Augmentation du risque hemorragique (agression de la muqueuse gastroduodenale par les anti-inflammatoires non steroidiens).";;;"ANTI-INFLAMMATOIRES NON STEROIDIENS;HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES CURATIVES ET/OU SUJET AGE)"
"ANTI-INFLAMMATOIRES NON STEROIDIENS";"HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES PREVENTIVES)";25;;;;"A prendre en compte Augmentation du risque hemorragique.";"ANTI-INFLAMMATOIRES NON STEROIDIENS;HEPARINES DE BAS POIDS MOLECULAIRE ET APPARENTES (DOSES PREVENTIVES)"
"ANTI-INFLAMMATOIRES NON STEROIDIENS";"HEPARINES NON FRACTIONNEES (DOSES CURATIVES ET/OU SUJET AGE)";26;;"Association DECONSEILLEE Si l'association ne peut etre evitee, surveillance clinique etroite. Augmentation du risque hemorragique (agression de la muqueuse gastroduodenale par les anti-inflammatoires non steroidiens).  /226";;;"ANTI-INFLAMMATOIRES NON STEROIDIENS;HEPARINES NON FRACTIONNEES (DOSES CURATIVES ET/OU SUJET AGE)"
"ANTI-INFLAMMATOIRES NON STEROIDIENS";"HEPARINES NON FRACTIONNEES (DOSES PREVENTIVES)";26;;;;"A prendre en compte Augmentation du risque hemorragique.";"ANTI-INFLAMMATOIRES NON STEROIDIENS;HEPARINES NON FRACTIONNEES (DOSES PREVENTIVES)"
"ANTI-INFLAMMATOIRES NON STEROIDIENS";"INHIBITEURS DE L'ENZYME DE CONVERSION";26;;;"Precaution d'emploi Hydrater le malade et surveiller la fonction renale en debut de traitement et regulierement pendant l'association. Insuffisance renale aigue chez le patient a risque (age, deshydrate, sous diuretiques, avec une fonction renale alteree), par diminution de la filtration glomerulaire (inhibition des prostaglandines vasodilatatrices due aux anti-inflammatoires non steroidiens). Ces effets sont generalement reversibles. Par ailleurs, reduction de l'effet antihypertenseur.";;"ANTI-INFLAMMATOIRES NON STEROIDIENS;INHIBITEURS DE L'ENZYME DE CONVERSION"
"ANTI-INFLAMMATOIRES NON STEROIDIENS";"INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE";26;;;;"A prendre en compte Majoration du risque hemorragique.";"ANTI-INFLAMMATOIRES NON STEROIDIENS;INHIBITEURS SELECTIFS DE LA RECAPTURE DE LA SEROTONINE"
"ANTI-INFLAMMATOIRES NON STEROIDIENS";"LITHIUM";26;;"Association DECONSEILLEE Si l'association ne peut etre evitee, surveiller etroitement la lithemie et adapter la posologie du lithium pendant l'association et apres l'arret de l'anti-inflammatoire non steroidien. Augmentation de la lithemie pouvant atteindre des valeurs toxiques (diminution de l'excretion renale du lithium).";;;"ANTI-INFLAMMATOIRES NON STEROIDIENS;LITHIUM"
"ANTI-INFLAMMATOIRES NON STEROIDIENS";"METHOTREXATE";26;"CI - ASDEC - PE Association contre-indiquee avec : - la phenylbutazone, quelle que soit la dose de methotrexate et pour toutes les formes de phenylbutazone, y compris locales. Associations deconseillees: - avec les autres anti-inflammatoires non-steroidiens et pour des doses de methotrexate superieures a 20 mg par semaine. - avec le ketoprofene et le methotrexate a des doses superieures a 20 mg par semaines, respecter un intervalle d'au moins 12 heures entre l'arret ou le debut d'un traitement par ketoprofene et la prise de methotrexate. Association necessitant une precaution d'emploi : - avec les autres AINS et le methotrexate utilise a faibles doses (inferieures ou egales a 20 mg par semaine), controle hebdomadaire de l'hemogramme durant les premieres semaines de l'association. Surveillance accrue en cas d'alteration (meme legere) de la fonction renale, ainsi que chez le sujet age. Augmentation de la toxicite hematologique du methotrexate (diminution de la clairance renale du methotrexate par les anti- inflammatoires).";"CI - ASDEC - PE Association contre-indiquee avec : - la phenylbutazone, quelle que soit la dose de methotrexate et pour toutes les formes de phenylbutazone, y compris locales. Associations deconseillees: - avec les autres anti-inflammatoires non-steroidiens et pour des doses de methotrexate superieures a 20 mg par semaine. - avec le ketoprofene et le methotrexate a des doses superieures a 20 mg par semaines, respecter un intervalle d'au moins 12 heures entre l'arret ou le debut d'un traitement par ketoprofene et la prise de methotrexate. Association necessitant une precaution d'emploi : - avec les autres AINS et le methotrexate utilise a faibles doses (inferieures ou egales a 20 mg par semaine), controle hebdomadaire de l'hemogramme durant les premieres semaines de l'association. Surveillance accrue en cas d'alteration (meme legere) de la fonction renale, ainsi que chez le sujet age. Augmentation de la toxicite hematologique du methotrexate (diminution de la clairance renale du methotrexate par les anti- inflammatoires).";"CI - ASDEC - PE Association contre-indiquee avec : - la phenylbutazone, quelle que soit la dose de methotrexate et pour toutes les formes de phenylbutazone, y compris locales. Associations deconseillees: - avec les autres anti-inflammatoires non-steroidiens et pour des doses de methotrexate superieures a 20 mg par semaine. - avec le ketoprofene et le methotrexate a des doses superieures a 20 mg par semaines, respecter un intervalle d'au moins 12 heures entre l'arret ou le debut d'un traitement par ketoprofene et la prise de methotrexate. Association necessitant une precaution d'emploi : - avec les autres AINS et le methotrexate utilise a faibles doses (inferieures ou egales a 20 mg par semaine), controle hebdomadaire de l'hemogramme durant les premieres semaines de l'association. Surveillance accrue en cas d'alteration (meme legere) de la fonction renale, ainsi que chez le sujet age. Augmentation de la toxicite hematologique du methotrexate (diminution de la clairance renale du methotrexate par les anti- inflammatoires).";;"ANTI-INFLAMMATOIRES NON STEROIDIENS;METHOTREXATE"
"ANTI-INFLAMMATOIRES NON STEROIDIENS";"PEMETREXED";26;;"ASDEC - PE Association deconseillee : - en cas de fonction renale faible a moderee. Precaution d'emploi : - en cas de fonction renale normale. Surveillance biologique de la fonction renale. Risque de majoration de la toxicite du pemetrexed (diminution de sa clairance renale par les AINS).";"ASDEC - PE Association deconseillee : - en cas de fonction renale faible a moderee. Precaution d'emploi : - en cas de fonction renale normale. Surveillance biologique de la fonction renale. Risque de majoration de la toxicite du pemetrexed (diminution de sa clairance renale par les AINS).";;"ANTI-INFLAMMATOIRES NON STEROIDIENS;PEMETREXED"
"ANTI-INFLAMMATOIRES NON STEROIDIENS";"TACROLIMUS";26;;;"Precaution d'emploi Surveiller la fonction renale en debut de traitement par l'AINS. Risque d'addition des effets nephrotoxiques, notamment chez le sujet age.";;"ANTI-INFLAMMATOIRES NON STEROIDIENS;TACROLIMUS"
"ANTI-INFLAMMATOIRES NON STEROIDIENS";"TENOFOVIR DISOPROXIL";26;;;"Precaution d'emploi En cas d'association, surveiller la fonction renale. Risque de majoration de la nephrotoxicite du tenofovir, noatmment avec des doses elevees de l'anti-inflammatoire ou en presence de facteurs de risque d'insuffisance renale.";;"ANTI-INFLAMMATOIRES NON STEROIDIENS;TENOFOVIR DISOPROXIL"
"ANTIPARASITAIRES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES";"MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES";27;"CI - ASDEC Contre-indication: - avec le citalopram,la domperidone, l'escitalopram, l'hydroxyzine et la piperaquine. Association deconseillee: - avec les autres medicaments susceptibles de donner des torsades de pointe. Si cela est possible, interrompre l'un des deux traitements. Si l'association ne peut etre evitee, controle prealable du QT et surveillance ECG monitoree. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.  /226";"CI - ASDEC Contre-indication: - avec le citalopram,la domperidone, l'escitalopram, l'hydroxyzine et la piperaquine. Association deconseillee: - avec les autres medicaments susceptibles de donner des torsades de pointe. Si cela est possible, interrompre l'un des deux traitements. Si l'association ne peut etre evitee, controle prealable du QT et surveillance ECG monitoree. Risque majore de troubles du rythme ventriculaire, notamment de torsades de pointes.  /226";;;"ANTIPARASITAIRES SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES;MEDICAMENTS SUSCEPTIBLES DE DONNER DES TORSADES DE POINTES"
"ANTIPARKINSONIENS DOPAMINERGIQUES";"NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE)";27;;"Association DECONSEILLEE Antagonisme reciproque du dopaminergique et des neuroleptiques. Le dopaminergique peut provoquer ou aggraver les troubles psychotiques. En cas de necessite d'un traitement par neuroleptiques chez le patient parkinsonien traite par dopaminergique, ces derniers doivent etre diminues progressivement jusqu'a l'arret (leur arret brutal expose a un risque de \"syndrome malin des neuroleptiques\").";;;"ANTIPARKINSONIENS DOPAMINERGIQUES;NEUROLEPTIQUES ANTIPSYCHOTIQUES (SAUF CLOZAPINE)"
"ANTIPURINES";"ANTIVITAMINES K";27;;;"Precaution d'emploi Controle plus frequent de l'INR. Adaptation eventuelle de la posologie de l'antivitamine K a la mise en route du traitement par l'immunomodulateur et apres son arret. Diminution de l'effet de l'antivitamine K par augmentation de son metabolisme hepatique.";;"ANTIPURINES;ANTIVITAMINES K"
"ANTIPURINES";"DERIVES DE L'ACIDE AMINOSALICYLIQUE (ASA)";27;;;;"A prendre en compte Risque de majoration de l'effet myelosuppresseur de l'immunomodulateur par inhibition de son metabolisme hepatique par le derive de l'ASA, notamment chez les sujets presentant un deficit partiel en thiopurine methyltransferase (TPMT).";"ANTIPURINES;DERIVES DE L'ACIDE AMINOSALICYLIQUE (ASA)"
"ANTIPURINES";"INHIBITEURS DE LA XANTHINE OXYDASE";27;"CONTRE-INDICATION Insuffisance medullaire eventuellement grave.";;;;"ANTIPURINES;INHIBITEURS DE LA XANTHINE OXYDASE"
"ANTIPURINES";"RIBAVIRINE";27;;"Association DECONSEILLEE Risque majore d'effets indesirables graves, par inhibition du metabolisme de l'immunomodulateur par la ribavirine.";;;"ANTIPURINES;RIBAVIRINE"
"ANTISECRETOIRES ANTIHISTAMINIQUES H2";"ATAZANAVIR";27;;;;"A prendre en compte Risque de diminution des concentrations plasmatiques de l'atazanavir.";"ANTISECRETOIRES ANTIHISTAMINIQUES H2;ATAZANAVIR"
"ANTISECRETOIRES ANTIHISTAMINIQUES H2";"CYANOCOBALAMINE";27;;;;"A prendre en compte Risque de carence en cyanocobalamine apres traitement prolonge (quelques annees), la reduction de l'acidite gastrique par ces medicaments pouvant diminuer l'absorption digestive de la vitamine B12.";"ANTISECRETOIRES ANTIHISTAMINIQUES H2;CYANOCOBALAMINE"
